Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
SC;4217105;São Martinho;7237
SC;4217154;São Miguel da Boa Vista;728
SC;4217204;São Miguel do Oeste;80251
SC;4217253;São Pedro de Alcântara;68656
SC;4217303;Saudades;80705
SC;4217402;Schroeder;77851
SC;4217501;Seara;81148
SC;4217550;Serra Alta;76876
SC;4217600;Siderópolis;70093
SC;4217709;Sombrio;71633
SC;4217758;Sul Brasil;71128
SC;4217808;Taió;70929
SC;4217907;Tangará;77477
SC;4217956;Tigrinhos;72431
SC;4218004;Tijucas;68415
SC;4218103;Timbé do Sul;75754
SC;4218202;Timbó;74922
SC;4218251;Timbó Grande;65822
SC;4218301;Três Barras;71175
SC;4218350;Treviso;72062
SC;4218400;Treze de Maio;77195
SC;4218509;Treze Tílias;74433
SC;4218608;Trombudo Central;74241
SC;4218707;Tubarão;73426
SC;4218756;Tunápolis;81173
SC;4218806;Turvo;75661
SC;4218855;União do Oeste;734
SC;4218905;Urubici;69405
SC;4218954;Urupema;70015
SC;4219002;Urussanga;68836
SC;4219101;Vargeão;74983
SC;4219150;Vargem;703
SC;4219176;Vargem Bonita;73352
SC;4219200;Vidal Ramos;79953
SC;4219309;Videira;7581
SC;4219358;Vitor Meireles;73763
SC;4219408;Witmarsum;75883
SC;4219507;Xanxerê;73053
SC;4219606;Xavantina;79518
SC;4219705;Xaxim;76306
SC;4219853;Zortéa;71035
SC;4220000;Balneário Rincão;NA
SC;4299919;São Miguel;NA
SE;2800100;Amparo de São Francisco;58773
SE;2800209;Aquidabã;68997
SE;2800308;Aracaju;65956
SE;2800407;Arauá;64459
SE;2800506;Areia Branca;72102
SE;2800605;Barra dos Coqueiros;56938
SE;2800670;Boquim;66819
SE;2800704;Brejo Grande;59417
SE;2801009;Campo do Brito;61505
SE;2801108;Canhoba;62292
SE;2801207;Canindé de São Francisco;61084
SE;2801306;Capela;5684
SE;2801405;Carira;59072
SE;2801504;Carmópolis;62768
SE;2801603;Cedro de São João;61424
SE;2801702;Cristinápolis;75996
SE;2801900;Cumbe;65321
SE;2802007;Divina Pastora;68358
SE;2802106;Estância;63769
SE;2802205;Feira Nova;61072
SE;2802304;Frei Paulo;69741
SE;2802403;Gararu;51233
SE;2802502;General Maynard;57969
SE;2802601;Gracho Cardoso;63168
SE;2802700;Ilha das Flores;60162
SE;2802809;Indiaroba;64226
SE;2802908;Itabaiana;73595
SE;2803005;Itabaianinha;71012
SE;2803104;Itabi;61249
SE;2803203;Itaporanga d'Ajuda;64204
SE;2803302;Japaratuba;66969
SE;2803401;Japoatã;68062
SE;2803500;Lagarto;66361
SE;2803609;Laranjeiras;64317
SE;2803708;Macambira;58771
SE;2803807;Malhada dos Bois;6528
SE;2803906;Malhador;68228
SE;2804003;Maruim;56263
SE;2804102;Moita Bonita;57444
SE;2804201;Monte Alegre de Sergipe;65884
SE;2804300;Muribeca;65542
SE;2804409;Neópolis;56224
SE;2804458;Nossa Senhora Aparecida;58676
SE;2804508;Nossa Senhora da Glória;60428
SE;2804607;Nossa Senhora das Dores;66237
SE;2804706;Nossa Senhora de Lourdes;63645
SE;2804805;Nossa Senhora do Socorro;6904
SE;2804904;Pacatuba;50125
SE;2805000;Pedra Mole;61651
SE;2805109;Pedrinhas;70553
SE;2805208;Pinhão;62552
SE;2805307;Pirambu;68148
SE;2805406;Poço Redondo;35451
SE;2805505;Poço Verde;61344
SE;2805604;Porto da Folha;50506
SE;2805703;Propriá;62487
SE;2805802;Riachão do Dantas;57133
SE;2805901;Riachuelo;59663
SE;2806008;Ribeirópolis;69337
SE;2806107;Rosário do Catete;62595
SE;2806206;Salgado;66101
SE;2806305;Santa Luzia do Itanhy;64122
SE;2806404;Santana do São Francisco;65586
SE;2806503;Santa Rosa de Lima;68644
SE;2806602;Santo Amaro das Brotas;61712
SE;2806701;São Cristóvão;63422
SE;2806800;São Domingos;65093
SE;2806909;São Francisco;71872
SE;2807006;São Miguel do Aleixo;65766
SE;2807105;Simão Dias;63723
SE;2807204;Siriri;60438
SE;2807303;Telha;61453
SE;2807402;Tobias Barreto;61798
SE;2807501;Tomar do Geru;66683
SE;2807600;Umbaúba;6996
SP;3500105;Adamantina;68698
SP;3500204;Adolfo;77225
SP;3500303;Aguaí;73754
SP;3500402;Águas da Prata;71148
SP;3500501;Águas de Lindóia;72696
SP;3500550;Águas de Santa Bárbara;71918
SP;3500600;Águas de São Pedro;69067
SP;3500709;Agudos;7011
SP;3500758;Alambari;68917
SP;3500808;Alfredo Marcondes;67727
SP;3500907;Altair;76386
SP;3501004;Altinópolis;82086
SP;3501103;Alto Alegre;71524
SP;3501152;Alumínio;68715
SP;3501202;Álvares Florence;72535
SP;3501301;Álvares Machado;70544
SP;3501400;Álvaro de Carvalho;72692
SP;3501509;Alvinlândia;73077
SP;3501608;Americana;74377
SP;3501707;Américo Brasiliense;75099
SP;3501806;Américo de Campos;72597
SP;3501905;Amparo;72527
SP;3502002;Analândia;76173
SP;3502101;Andradina;68736
SP;3502200;Angatuba;71931
SP;3502309;Anhembi;70816
SP;3502408;Anhumas;71606
SP;3502507;Aparecida;7064
SP;3502606;Aparecida d'Oeste;71883
SP;3502705;Apiaí;65439
SP;3502754;Araçariguama;75414
SP;3502804;Araçatuba;7404
SP;3502903;Araçoiaba da Serra;67068
SP;3503000;Aramina;75021
SP;3503109;Arandu;7412
SP;3503158;Arapeí;73869
SP;3503208;Araraquara;70382
SP;3503307;Araras;75264
SP;3503356;Arco-Íris;73395
SP;3503406;Arealva;73087
SP;3503505;Areias;7187
SP;3503604;Areiópolis;75952
SP;3503703;Ariranha;77422
SP;3503802;Artur Nogueira;73236
SP;3503901;Arujá;71682
SP;3503950;Aspásia;7009
SP;3504008;Assis;71342
SP;3504107;Atibaia;73543
SP;3504206;Auriflama;76702
SP;3504305;Avaí;72513
SP;3504404;Avanhandava;73833
SP;3504503;Avaré;72168
SP;3504602;Bady Bassitt;74873
SP;3504701;Balbinos;70067
SP;3504800;Bálsamo;7455
SP;3504909;Bananal;74854
SP;3505005;Barão de Antonina;65698
SP;3505104;Barbosa;75695
SP;3505203;Bariri;75698
SP;3505302;Barra Bonita;75481
SP;3505351;Barra do Chapéu;5986
SP;3505401;Barra do Turvo;46978
SP;3505500;Barretos;73259
SP;3505609;Barrinha;76175
SP;3505708;Barueri;73696
SP;3505807;Bastos;74805
SP;3505906;Batatais;7732
SP;3506003;Bauru;71536
SP;3506102;Bebedouro;75959
SP;3506201;Bento de Abreu;75453
SP;3506300;Bernardino de Campos;67572
SP;3506359;Bertioga;79026
SP;3506409;Bilac;74705
SP;3506508;Birigui;76551
SP;3506607;Biritiba-Mirim;64371
SP;3506706;Boa Esperança do Sul;75567
SP;3506805;Bocaina;77895
SP;3506904;Bofete;71313
SP;3507001;Boituva;7539
SP;3507100;Bom Jesus dos Perdões;77166
SP;3507159;Bom Sucesso de Itararé;69047
SP;3507209;Borá;72369
SP;3507308;Boracéia;78822
SP;3507407;Borborema;71825
SP;3507456;Borebi;75425
SP;3507506;Botucatu;69175
SP;3507605;Bragança Paulista;69933
SP;3507704;Braúna;74819
SP;3507753;Brejo Alegre;71191
SP;3507803;Brodowski;8294
SP;3507902;Brotas;77559
SP;3508009;Buri;71816
SP;3508108;Buritama;71354
SP;3508207;Buritizal;72369
SP;3508306;Cabrália Paulista;77299
SP;3508405;Cabreúva;79571
SP;3508504;Caçapava;68943
SP;3508603;Cachoeira Paulista;64733
SP;3508702;Caconde;72361
SP;3508801;Cafelândia;73451
SP;3508900;Caiabu;69398
SP;3509007;Caieiras;72592
SP;3509106;Caiuá;70085
SP;3509205;Cajamar;69836
SP;3509254;Cajati;61753
SP;3509304;Cajobi;72735
SP;3509403;Cajuru;73799
SP;3509452;Campina do Monte Alegre;70672
SP;3509502;Campinas;71609
SP;3509601;Campo Limpo Paulista;71752
SP;3509700;Campos do Jordão;75868
SP;3509809;Campos Novos Paulista;71683
SP;3509908;Cananéia;74513
SP;3509957;Canas;71222
SP;3510005;Cândido Mota;71981
SP;3510104;Cândido Rodrigues;75218
SP;3510153;Canitar;77532
SP;3510203;Capão Bonito;67551
SP;3510302;Capela do Alto;72734
SP;3510401;Capivari;73892
SP;3510500;Caraguatatuba;72882
SP;3510609;Carapicuíba;70793
SP;3510708;Cardoso;70704
SP;3510807;Casa Branca;72757
SP;3510906;Cássia dos Coqueiros;77426
SP;3511003;Castilho;68787
SP;3511102;Catanduva;70223
SP;3511201;Catiguá;7595
SP;3511300;Cedral;70489
SP;3511409;Cerqueira César;77745
SP;3511508;Cerquilho;75018
SP;3511607;Cesário Lange;71824
SP;3511706;Charqueada;77136
SP;3511904;Clementina;7625
SP;3512001;Colina;73324
SP;3512100;Colômbia;74417
SP;3512209;Conchal;77815
SP;3512308;Conchas;728
SP;3512407;Cordeirópolis;72836
SP;3512506;Coroados;75577
SP;3512605;Coronel Macedo;72581
SP;3512704;Corumbataí;77823
SP;3512803;Cosmópolis;70765
SP;3512902;Cosmorama;74067
SP;3513009;Cotia;71913
SP;3513108;Cravinhos;75242
SP;3513207;Cristais Paulista;78633
SP;3513306;Cruzália;71936
SP;3513405;Cruzeiro;65459
SP;3513504;Cubatão;688
SP;3513603;Cunha;75492
SP;3513702;Descalvado;69832
SP;3513801;Diadema;71458
SP;3513850;Dirce Reis;71477
SP;3513900;Divinolândia;80964
SP;3514007;Dobrada;72898
SP;3514106;Dois Córregos;74987
SP;3514205;Dolcinópolis;71735
SP;3514304;Dourado;74663
SP;3514403;Dracena;65514
SP;3514502;Duartina;6866
SP;3514601;Dumont;7671
SP;3514700;Echaporã;76422
SP;3514809;Eldorado;64544
SP;3514908;Elias Fausto;73382
SP;3514924;Elisiário;74867
SP;3514957;Embaúba;70418
SP;3515004;Embu;67572
SP;3515103;Embu-Guaçu;67546
SP;3515129;Emilianópolis;72769
SP;3515152;Engenheiro Coelho;75844
SP;3515186;Espírito Santo do Pinhal;75944
SP;3515194;Espírito Santo do Turvo;75844
SP;3515202;Estrela d'Oeste;76571
SP;3515301;Estrela do Norte;7204
SP;3515350;Euclides da Cunha Paulista;65683
SP;3515400;Fartura;66514
SP;3515509;Fernandópolis;75056
SP;3515608;Fernando Prestes;76298
SP;3515657;Fernão;71696
SP;3515707;Ferraz de Vasconcelos;74674
SP;3515806;Flora Rica;70689
SP;3515905;Floreal;75056
SP;3516002;Flórida Paulista;67251
SP;3516101;Florínia;66084
SP;3516200;Franca;79273
SP;3516309;Francisco Morato;73118
SP;3516408;Franco da Rocha;70686
SP;3516507;Gabriel Monteiro;72575
SP;3516606;Gália;72846
SP;3516705;Garça;70213
SP;3516804;Gastão Vidigal;75289
SP;3516853;Gavião Peixoto;77623
SP;3516903;General Salgado;7162
SP;3517000;Getulina;71525
SP;3517109;Glicério;75157
SP;3517208;Guaiçara;74099
SP;3517307;Guaimbê;73066
SP;3517406;Guaíra;76471
SP;3517505;Guapiaçu;78178
SP;3517604;Guapiara;53214
SP;3517703;Guará;70612
SP;3517802;Guaraçaí;73662
SP;3517901;Guaraci;74693
SP;3518008;Guarani d'Oeste;72337
SP;3518107;Guarantã;73113
SP;3518206;Guararapes;72226
SP;3518305;Guararema;741
SP;3518404;Guaratinguetá;69681
SP;3518503;Guareí;70913
SP;3518602;Guariba;73152
SP;3518701;Guarujá;73797
SP;3518800;Guarulhos;73589
SP;3518859;Guatapará;71537
SP;3518909;Guzolândia;75193
SP;3519006;Herculândia;7061
SP;3519055;Holambra;78758
SP;3519071;Hortolândia;73096
SP;3519105;Iacanga;73024
SP;3519204;Iacri;6752
SP;3519253;Iaras;699
SP;3519303;Ibaté;75774
SP;3519402;Ibirá;72588
SP;3519501;Ibirarema;71247
SP;3519600;Ibitinga;74229
SP;3519709;Ibiúna;68634
SP;3519808;Icém;74439
SP;3519907;Iepê;6843
SP;3520004;Igaraçu do Tietê;75825
SP;3520103;Igarapava;73707
SP;3520202;Igaratá;73781
SP;3520301;Iguape;64955
SP;3520400;Ilhabela;74718
SP;3520426;Ilha Comprida;60069
SP;3520442;Ilha Solteira;65271
SP;3520509;Indaiatuba;73279
SP;3520608;Indiana;70532
SP;3520707;Indiaporã;73742
SP;3520806;Inúbia Paulista;6965
SP;3520905;Ipaussu;72612
SP;3521002;Iperó;67003
SP;3521101;Ipeúna;78479
SP;3521150;Ipiguá;77193
SP;3521200;Iporanga;5957
SP;3521309;Ipuã;7625
SP;3521408;Iracemápolis;74127
SP;3521507;Irapuã;78982
SP;3521606;Irapuru;68416
SP;3521705;Itaberá;68835
SP;3521804;Itaí;71319
SP;3521903;Itajobi;77353
SP;3522000;Itaju;73932
SP;3522109;Itanhaém;67695
SP;3522158;Itaóca;52452
SP;3522208;Itapecerica da Serra;6935
SP;3522307;Itapetininga;69245
SP;3522406;Itapeva;70853
SP;3522505;Itapevi;73812
SP;3522604;Itapira;74117
SP;3522653;Itapirapuã Paulista;56161
SP;3522703;Itápolis;72946
SP;3522802;Itaporanga;66312
SP;3522901;Itapuí;75061
SP;3523008;Itapura;65902
SP;3523107;Itaquaquecetuba;7181
SP;3523206;Itararé;67039
SP;3523305;Itariri;63296
SP;3523404;Itatiba;75995
SP;3523503;Itatinga;80588
SP;3523602;Itirapina;77707
SP;3523701;Itirapuã;78322
SP;3523800;Itobi;7878
SP;3523909;Itu;74017
SP;3524006;Itupeva;77117
SP;3524105;Ituverava;72513
SP;3524204;Jaborandi;7335
SP;3524303;Jaboticabal;74179
SP;3524402;Jacareí;70183
SP;3524501;Jaci;79136
SP;3524600;Jacupiranga;70418
SP;3524709;Jaguariúna;73851
SP;3524808;Jales;74596
SP;3524907;Jambeiro;74583
SP;3525003;Jandira;78393
SP;3525102;Jardinópolis;77867
SP;3525201;Jarinu;67533
SP;3525300;Jaú;7546
SP;3525409;Jeriquara;80486
SP;3525508;Joanópolis;72609
SP;3525607;João Ramalho;73665
SP;3525706;José Bonifácio;73451
SP;3525805;Júlio Mesquita;71205
SP;3525854;Jumirim;76828
SP;3525904;Jundiaí;69449
SP;3526001;Junqueirópolis;66977
SP;3526100;Juquiá;63856
SP;3526209;Juquitiba;6782
SP;3526308;Lagoinha;69622
SP;3526407;Laranjal Paulista;72708
SP;3526506;Lavínia;72145
SP;3526605;Lavrinhas;73301
SP;3526704;Leme;76206
SP;3526803;Lençóis Paulista;72552
SP;3526902;Limeira;72861
SP;3527009;Lindóia;73639
SP;3527108;Lins;70702
SP;3527207;Lorena;66425
SP;3527256;Lourdes;73039
SP;3527306;Louveira;78433
SP;3527405;Lucélia;66148
SP;3527504;Lucianópolis;73111
SP;3527603;Luís Antônio;77771
SP;3527702;Luiziânia;74209
SP;3527801;Lupércio;74925
SP;3527900;Lutécia;72081
SP;3528007;Macatuba;75686
SP;3528106;Macaubal;75461
SP;3528205;Macedônia;75284
SP;3528304;Magda;74201
SP;3528403;Mairinque;68843
SP;3528502;Mairiporã;7345
SP;3528601;Manduri;66831
SP;3528700;Marabá Paulista;6871
SP;3528809;Maracaí;74663
SP;3528858;Marapoama;79614
SP;3528908;Mariápolis;6962
SP;3529005;Marília;73476
SP;3529104;Marinópolis;71453
SP;3529203;Martinópolis;71612
SP;3529302;Matão;70529
SP;3529401;Mauá;70744
SP;3529500;Mendonça;70778
SP;3529609;Meridiano;73517
SP;3529658;Mesópolis;71476
SP;3529708;Miguelópolis;7049
SP;3529807;Mineiros do Tietê;7928
SP;3529906;Miracatu;76979
SP;3530003;Mira Estrela;74114
SP;3530102;Mirandópolis;73397
SP;3530201;Mirante do Paranapanema;73692
SP;3530300;Mirassol;75003
SP;3530409;Mirassolândia;73725
SP;3530508;Mococa;7431
SP;3530607;Moji das Cruzes;70715
SP;3530706;Mogi Guaçu;72674
SP;3530805;Moji-Mirim;73174
SP;3530904;Mombuca;77092
SP;3531001;Monções;74992
SP;3531100;Mongaguá;61126
SP;3531209;Monte Alegre do Sul;75494
SP;3531308;Monte Alto;73426
SP;3531407;Monte Aprazível;74563
SP;3531506;Monte Azul Paulista;77977
SP;3531605;Monte Castelo;69702
SP;3531704;Monteiro Lobato;70983
SP;3531803;Monte Mor;72018
SP;3531902;Morro Agudo;77255
SP;3532009;Morungaba;79219
SP;3532058;Motuca;73877
SP;3532108;Murutinga do Sul;67806
SP;3532157;Nantes;75757
SP;3532207;Narandiba;70917
SP;3532306;Natividade da Serra;70179
SP;3532405;Nazaré Paulista;70033
SP;3532504;Neves Paulista;77286
SP;3532603;Nhandeara;71616
SP;3532702;Nipoã;78366
SP;3532801;Nova Aliança;759
SP;3532827;Nova Campina;64753
SP;3532843;Nova Canaã Paulista;71007
SP;3532868;Nova Castilho;739
SP;3532900;Nova Europa;76991
SP;3533007;Nova Granada;74189
SP;3533106;Nova Guataporanga;69899
SP;3533205;Nova Independência;6771
SP;3533254;Novais;70963
SP;3533304;Nova Luzitânia;73562
SP;3533403;Nova Odessa;74217
SP;3533502;Novo Horizonte;76772
SP;3533601;Nuporanga;77024
SP;3533700;Ocauçu;76881
SP;3533809;Óleo;72574
SP;3533908;Olímpia;73652
SP;3534005;Onda Verde;75767
SP;3534104;Oriente;67679
SP;3534203;Orindiúva;79051
SP;3534302;Orlândia;72869
SP;3534401;Osasco;7282
SP;3534500;Oscar Bressane;71762
SP;3534609;Osvaldo Cruz;71193
SP;3534708;Ourinhos;71728
SP;3534757;Ouroeste;71131
SP;3534807;Ouro Verde;71322
SP;3534906;Pacaembu;69438
SP;3535002;Palestina;74218
SP;3535101;Palmares Paulista;7523
SP;3535200;Palmeira d'Oeste;7212
SP;3535309;Palmital;68337
SP;3535408;Panorama;73156
SP;3535507;Paraguaçu Paulista;673
SP;3535606;Paraibuna;72991
SP;3535705;Paraíso;74978
SP;3535804;Paranapanema;7516
SP;3535903;Paranapuã;7378
SP;3536000;Parapuã;72337
SP;3536109;Pardinho;78137
SP;3536208;Pariquera-Açu;67724
SP;3536257;Parisi;72985
SP;3536307;Patrocínio Paulista;79625
SP;3536406;Paulicéia;70178
SP;3536505;Paulínia;73319
SP;3536570;Paulistânia;72009
SP;3536604;Paulo de Faria;7431
SP;3536703;Pederneiras;72399
SP;3536802;Pedra Bela;70216
SP;3536901;Pedranópolis;7197
SP;3537008;Pedregulho;76728
SP;3537107;Pedreira;75975
SP;3537156;Pedrinhas Paulista;72599
SP;3537206;Pedro de Toledo;67672
SP;3537305;Penápolis;72744
SP;3537404;Pereira Barreto;66751
SP;3537503;Pereiras;73773
SP;3537602;Peruíbe;61666
SP;3537701;Piacatu;73726
SP;3537800;Piedade;72944
SP;3537909;Pilar do Sul;6461
SP;3538006;Pindamonhangaba;69216
SP;3538105;Pindorama;66624
SP;3538204;Pinhalzinho;73939
SP;3538303;Piquerobi;68251
SP;3538501;Piquete;56081
SP;3538600;Piracaia;68404
SP;3538709;Piracicaba;73738
SP;3538808;Piraju;72614
SP;3538907;Pirajuí;66288
SP;3539004;Pirangi;78298
SP;3539103;Pirapora do Bom Jesus;66534
SP;3539202;Pirapozinho;69972
SP;3539301;Pirassununga;70718
SP;3539400;Piratininga;71951
SP;3539509;Pitangueiras;73058
SP;3539608;Planalto;7562
SP;3539707;Platina;71277
SP;3539806;Poá;71865
SP;3539905;Poloni;72022
SP;3540002;Pompéia;74094
SP;3540101;Pongaí;72311
SP;3540200;Pontal;77831
SP;3540259;Pontalinda;75025
SP;3540309;Pontes Gestal;70427
SP;3540408;Populina;72135
SP;3540507;Porangaba;69159
SP;3540606;Porto Feliz;71069
SP;3540705;Porto Ferreira;74217
SP;3540754;Potim;70725
SP;3540804;Potirendaba;7441
SP;3540853;Pracinha;68719
SP;3540903;Pradópolis;6946
SP;3541000;Praia Grande;67138
SP;3541059;Pratânia;75935
SP;3541109;Presidente Alves;71275
SP;3541208;Presidente Bernardes;6762
SP;3541307;Presidente Epitácio;67304
SP;3541406;Presidente Prudente;72604
SP;3541505;Presidente Venceslau;67957
SP;3541604;Promissão;71023
SP;3541653;Quadra;66565
SP;3541703;Quatá;72136
SP;3541802;Queiroz;72423
SP;3541901;Queluz;68052
SP;3542008;Quintana;71241
SP;3542107;Rafard;76807
SP;3542206;Rancharia;69409
SP;3542305;Redenção da Serra;71635
SP;3542404;Regente Feijó;76968
SP;3542503;Reginópolis;72008
SP;3542602;Registro;63446
SP;3542701;Restinga;79211
SP;3542800;Ribeira;57163
SP;3542909;Ribeirão Bonito;75498
SP;3543006;Ribeirão Branco;76469
SP;3543105;Ribeirão Corrente;79611
SP;3543204;Ribeirão do Sul;70499
SP;3543238;Ribeirão dos Índios;70396
SP;3543253;Ribeirão Grande;65528
SP;3543303;Ribeirão Pires;69711
SP;3543402;Ribeirão Preto;72256
SP;3543501;Riversul;60828
SP;3543600;Rifaina;7547
SP;3543709;Rincão;73154
SP;3543808;Rinópolis;70717
SP;3543907;Rio Claro;73917
SP;3544004;Rio das Pedras;73321
SP;3544103;Rio Grande da Serra;66771
SP;3544202;Riolândia;73784
SP;3544251;Rosana;73849
SP;3544301;Roseira;71848
SP;3544400;Rubiácea;75872
SP;3544509;Rubinéia;69771
SP;3544608;Sabino;74468
SP;3544707;Sagres;70555
SP;3544806;Sales;72534
SP;3544905;Sales Oliveira;7625
SP;3545001;Salesópolis;75332
SP;3545100;Salmourão;74161
SP;3545159;Saltinho;76326
SP;3545209;Salto;71635
SP;3545308;Salto de Pirapora;66515
SP;3545407;Salto Grande;70975
SP;3545506;Sandovalina;71741
SP;3545605;Santa Adélia;72648
SP;3545704;Santa Albertina;65208
SP;3545803;Santa Bárbara d'Oeste;73099
SP;3546009;Santa Branca;64989
SP;3546108;Santa Clara d'Oeste;72246
SP;3546207;Santa Cruz da Conceição;75821
SP;3546256;Santa Cruz da Esperança;77199
SP;3546306;Santa Cruz das Palmeiras;78464
SP;3546405;Santa Cruz do Rio Pardo;74129
SP;3546504;Santa Ernestina;75496
SP;3546603;Santa Fé do Sul;72808
SP;3546702;Santa Gertrudes;75712
SP;3546801;Santa Isabel;7201
SP;3546900;Santa Lúcia;76509
SP;3547007;Santa Maria da Serra;76922
SP;3547106;Santa Mercedes;65876
SP;3547205;Santana da Ponte Pensa;74
SP;3547304;Santana de Parnaíba;66081
SP;3547403;Santa Rita d'Oeste;70293
SP;3547502;Santa Rita do Passa Quatro;70652
SP;3547601;Santa Rosa de Viterbo;67955
SP;3547650;Santa Salete;71923
SP;3547700;Santo Anastácio;67014
SP;3547809;Santo André;68485
SP;3547908;Santo Antônio da Alegria;693
SP;3548005;Santo Antônio de Posse;79534
SP;3548054;Santo Antônio do Aracanguá;77363
SP;3548104;Santo Antônio do Jardim;77388
SP;3548203;Santo Antônio do Pinhal;70011
SP;3548302;Santo Expedito;69398
SP;3548401;Santópolis do Aguapeí;70114
SP;3548500;Santos;64504
SP;3548609;São Bento do Sapucaí;73204
SP;3548708;São Bernardo do Campo;72877
SP;3548807;São Caetano do Sul;68948
SP;3548906;São Carlos;72028
SP;3549003;São Francisco;72385
SP;3549102;São João da Boa Vista;73736
SP;3549201;São João das Duas Pontes;74581
SP;3549250;São João de Iracema;75036
SP;3549300;São João do Pau d'Alho;68284
SP;3549409;São Joaquim da Barra;74835
SP;3549508;São José da Bela Vista;79472
SP;3549607;São José do Barreiro;73496
SP;3549706;São José do Rio Pardo;73023
SP;3549805;São José do Rio Preto;74684
SP;3549904;São José dos Campos;73347
SP;3549953;São Lourenço da Serra;64019
SP;3550001;São Luís do Paraitinga;69336
SP;3550100;São Manuel;73782
SP;3550209;São Miguel Arcanjo;70866
SP;3550308;São Paulo;71533
SP;3550407;São Pedro;73398
SP;3550506;São Pedro do Turvo;71457
SP;3550605;São Roque;69542
SP;3550704;São Sebastião;71353
SP;3550803;São Sebastião da Grama;83031
SP;3550902;São Simão;70456
SP;3551009;São Vicente;67504
SP;3551108;Sarapuí;72296
SP;3551207;Sarutaiá;72861
SP;3551306;Sebastianópolis do Sul;7439
SP;3551405;Serra Azul;74586
SP;3551504;Serrana;77426
SP;3551603;Serra Negra;72817
SP;3551702;Sertãozinho;75628
SP;3551801;Sete Barras;65256
SP;3551900;Severínia;78198
SP;3552007;Silveiras;77309
SP;3552106;Socorro;67117
SP;3552205;Sorocaba;69961
SP;3552304;Sud Mennucci;75601
SP;3552403;Sumaré;75946
SP;3552502;Suzano;71771
SP;3552551;Suzanápolis;66388
SP;3552601;Tabapuã;75254
SP;3552700;Tabatinga;72567
SP;3552809;Taboão da Serra;72683
SP;3552908;Taciba;73609
SP;3553005;Taguaí;75541
SP;3553104;Taiaçu;77853
SP;3553203;Taiúva;74686
SP;3553302;Tambaú;77515
SP;3553401;Tanabi;74238
SP;3553500;Tapiraí;68393
SP;3553609;Tapiratiba;73131
SP;3553658;Taquaral;76373
SP;3553708;Taquaritinga;70158
SP;3553807;Taquarituba;73736
SP;3553856;Taquarivaí;71891
SP;3553906;Tarabai;72029
SP;3553955;Tarumã;74131
SP;3554003;Tatuí;67698
SP;3554102;Taubaté;72034
SP;3554201;Tejupá;72518
SP;3554300;Teodoro Sampaio;64474
SP;3554409;Terra Roxa;78761
SP;3554508;Tietê;74775
SP;3554607;Timburi;68941
SP;3554656;Torre de Pedra;64192
SP;3554706;Torrinha;79091
SP;3554755;Trabiju;74933
SP;3554805;Tremembé;72381
SP;3554904;Três Fronteiras;70748
SP;3554953;Tuiuti;7346
SP;3555000;Tupã;69797
SP;3555109;Tupi Paulista;67401
SP;3555208;Turiúba;72897
SP;3555307;Turmalina;72795
SP;3555356;Ubarana;77721
SP;3555406;Ubatuba;72002
SP;3555505;Ubirajara;71473
SP;3555604;Uchoa;76065
SP;3555703;União Paulista;75046
SP;3555802;Urânia;72749
SP;3555901;Uru;70921
SP;3556008;Urupês;74146
SP;3556107;Valentim Gentil;78697
SP;3556206;Valinhos;74909
SP;3556305;Valparaíso;72368
SP;3556354;Vargem;73765
SP;3556404;Vargem Grande do Sul;76283
SP;3556453;Vargem Grande Paulista;73033
SP;3556503;Várzea Paulista;70597
SP;3556602;Vera Cruz;76248
SP;3556701;Vinhedo;78162
SP;3556800;Viradouro;78829
SP;3556909;Vista Alegre do Alto;81815
SP;3556958;Vitória Brasil;75419
SP;3557006;Votorantim;64306
SP;3557105;Votuporanga;74789
SP;3557154;Zacarias;70532
SP;3557204;Chavantes;71936
SP;3557303;Estiva Gerbi;75937
SP;3599919;Santo Amaro;NA
TO;1700251;Abreulândia;6395
TO;1700301;Aguiarnópolis;57318
TO;1700350;Aliança do Tocantins;74886
TO;1700400;Almas;48804
TO;1700707;Alvorada;77136
TO;1701002;Ananás;73003
TO;1701051;Angico;55923
TO;1701101;Aparecida do Rio Negro;53438
TO;1701309;Aragominas;53551
TO;1701903;Araguacema;58071
TO;1702000;Araguaçu;70198
TO;1702109;Araguaína;72865
TO;1702158;Araguanã;53547
TO;1702208;Araguatins;61937
TO;1702307;Arapoema;73375
TO;1702406;Arraias;58484
TO;1702554;Augustinópolis;54259
TO;1702703;Aurora do Tocantins;5876
TO;1702901;Axixá do Tocantins;59788
TO;1703008;Babaçulândia;48574
TO;1703057;Bandeirantes do Tocantins;64831
TO;1703073;Barra do Ouro;27997
TO;1703107;Barrolândia;70998
TO;1703206;Bernardo Sayão;71228
TO;1703305;Bom Jesus do Tocantins;57813
TO;1703602;Brasilândia do Tocantins;77126
TO;1703701;Brejinho de Nazaré;64712
TO;1703800;Buriti do Tocantins;54482
TO;1703826;Cachoeirinha;48769
TO;1703842;Campos Lindos;36587
TO;1703867;Cariri do Tocantins;76241
TO;1703883;Carmolândia;65387
TO;1703891;Carrasco Bonito;55434
TO;1703909;Caseara;64682
TO;1704105;Centenário;39309
TO;1704600;Chapada de Areia;52494
TO;1705102;Chapada da Natividade;41062
TO;1705508;Colinas do Tocantins;74239
TO;1705557;Combinado;59716
